-2.018841e-03 8.787751e-03 2.188518e-02 4.125042e-02 7.054353e-02 1.114392e-01 1.633286e-01 2.240520e-01 2.910182e-01 3.621370e-01 4.361596e-01 5.125769e-01 5.915135e-01 6.731920e-01 7.547960e-01 8.287796e-01 8.988750e-01 9.579961e-01 9.755902e-01 9.662104e-01 7.767994e-01 2.864996e-01 4.631028e-02 6.701351e-03 8.966159e-04 7.605480e-05 -2.226151e-05 -5.867878e-06 1.778516e-06 4.836849e-07 
-3.788133e-03 2.232980e-03 1.282200e-02 3.307052e-02 6.563824e-02 1.102094e-01 1.647004e-01 2.266360e-01 2.939236e-01 3.650541e-01 4.389653e-01 5.149410e-01 5.927673e-01 6.724224e-01 7.515907e-01 8.256578e-01 8.967054e-01 9.642388e-01 9.836146e-01 9.696156e-01 7.817686e-01 2.849074e-01 4.536189e-02 6.566663e-03 3.073985e-04 -3.457895e-04 -5.197668e-05 2.150937e-05 6.111415e-06 -1.952480e-06 
-4.713255e-03 -1.127526e-03 8.132879e-03 2.860934e-02 6.254307e-02 1.087945e-01 1.646540e-01 2.274523e-01 2.952186e-01 3.666289e-01 4.406595e-01 5.164535e-01 5.936120e-01 6.720411e-01 7.500106e-01 8.241964e-01 8.977231e-01 9.676939e-01 9.863020e-01 9.722136e-01 7.841947e-01 2.846281e-01 4.501270e-02 6.386384e-03 1.470050e-04 -4.149253e-04 -4.797828e-05 3.073547e-05 6.863545e-06 -2.976034e-06 
-5.131694e-03 -1.847460e-03 7.157550e-03 2.754822e-02 6.158756e-02 1.080702e-01 1.642096e-01 2.272883e-01 2.953159e-01 3.669537e-01 4.411304e-01 5.169178e-01 5.939099e-01 6.721013e-01 7.498643e-01 8.242519e-01 8.990969e-01 9.691181e-01 9.870937e-01 9.729325e-01 7.847126e-01 2.848375e-01 4.498676e-02 6.361504e-03 1.637372e-04 -3.987191e-04 -4.495489e-05 3.016028e-05 6.480205e-06 -3.005280e-06 
-5.314337e-03 -1.654136e-03 7.489349e-03 2.780118e-02 6.165701e-02 1.079632e-01 1.639970e-01 2.270534e-01 2.951225e-01 3.668311e-01 4.410699e-01 5.168925e-01 5.939370e-01 6.722448e-01 7.500849e-01 8.245406e-01 8.996214e-01 9.694516e-01 9.872081e-01 9.729881e-01 7.847210e-01 2.849224e-01 4.501530e-02 6.385587e-03 1.868458e-04 -3.901901e-04 -4.599350e-05 2.877000e-05 6.351497e-06 -2.847798e-06 
-5.314337e-03 -1.654136e-03 7.489349e-03 2.780118e-02 6.165701e-02 1.079632e-01 1.639970e-01 2.270534e-01 2.951225e-01 3.668311e-01 4.410699e-01 5.168925e-01 5.939370e-01 6.722448e-01 7.500849e-01 8.245406e-01 8.996214e-01 9.694516e-01 9.872081e-01 9.729881e-01 7.847210e-01 2.849224e-01 4.501530e-02 6.385587e-03 1.868458e-04 -3.901901e-04 -4.599350e-05 2.877000e-05 6.351497e-06 -2.847798e-06 
-5.131694e-03 -1.847460e-03 7.157550e-03 2.754822e-02 6.158756e-02 1.080702e-01 1.642096e-01 2.272883e-01 2.953159e-01 3.669537e-01 4.411304e-01 5.169178e-01 5.939099e-01 6.721013e-01 7.498643e-01 8.242519e-01 8.990969e-01 9.691181e-01 9.870937e-01 9.729325e-01 7.847126e-01 2.848375e-01 4.498676e-02 6.361504e-03 1.637372e-04 -3.987191e-04 -4.495489e-05 3.016028e-05 6.480205e-06 -3.005280e-06 
-4.713255e-03 -1.127526e-03 8.132879e-03 2.860934e-02 6.254307e-02 1.087945e-01 1.646540e-01 2.274523e-01 2.952186e-01 3.666289e-01 4.406595e-01 5.164535e-01 5.936120e-01 6.720411e-01 7.500106e-01 8.241964e-01 8.977231e-01 9.676939e-01 9.863020e-01 9.722136e-01 7.841947e-01 2.846281e-01 4.501270e-02 6.386384e-03 1.470050e-04 -4.149253e-04 -4.797828e-05 3.073547e-05 6.863545e-06 -2.976034e-06 
-3.788133e-03 2.232980e-03 1.282200e-02 3.307052e-02 6.563824e-02 1.102094e-01 1.647004e-01 2.266360e-01 2.939236e-01 3.650541e-01 4.389653e-01 5.149410e-01 5.927673e-01 6.724224e-01 7.515907e-01 8.256578e-01 8.967054e-01 9.642388e-01 9.836146e-01 9.696156e-01 7.817686e-01 2.849074e-01 4.536189e-02 6.566663e-03 3.073985e-04 -3.457895e-04 -5.197668e-05 2.150937e-05 6.111415e-06 -1.952480e-06 
-2.018841e-03 8.787751e-03 2.188518e-02 4.125042e-02 7.054353e-02 1.114392e-01 1.633286e-01 2.240520e-01 2.910182e-01 3.621370e-01 4.361596e-01 5.125769e-01 5.915135e-01 6.731920e-01 7.547960e-01 8.287796e-01 8.988750e-01 9.579961e-01 9.755902e-01 9.662104e-01 7.767994e-01 2.864996e-01 4.631028e-02 6.701351e-03 8.966159e-04 7.605480e-05 -2.226151e-05 -5.867878e-06 1.778516e-06 4.836849e-07 
